,Source,Start_Lat,Start_Lng,Distance(mi),Side,City,State,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Severity_of_accidents,year_recorded,month_recorded,day_recorded,diff_hours,diff_minutes
3364543,Bing,42.4044,-83.21845,0.527,R,Detroit,MI,US/Eastern,KVLL,0.5,-15.6,55.0,30.15,10.0,NW,10.4,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Night,2,2018,1,5,6.0,360.0
2923674,Bing,34.281104,-118.400326,0.0,R,Sylmar,CA,US/Pacific,KWHP,61.0,61.0,63.0,28.96,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,4,19,1.8736111111111111,112.41666666666667
46819,MapQuest,33.935241999999995,-118.09272800000001,0.0,R,Downey,CA,US/Pacific,KLGB,75.9,,50.0,29.94,10.0,SSW,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2016,7,6,0.75,45.0
3364084,Bing,38.602382,-76.04241800000001,0.32,L,Trappe,MD,US/Eastern,KCGE,21.2,5.6,50.0,29.74,8.0,NW,20.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,1,4,6.0,360.0
2109233,MapQuest,26.844053000000002,-80.128922,1.7400000095400003,R,Palm Beach Gardens,FL,US/Eastern,KPBI,62.1,,86.0,29.92,0.8,WNW,27.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,1,3,0.5236111111111111,31.416666666666668
1728647,MapQuest,36.104572,-95.85981,0.0,R,Tulsa,OK,US/Central,KTUL,71.1,,93.0,30.19,6.0,East,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,8,22,0.49027777777777776,29.416666666666668
81558,MapQuest,34.04858,-117.39638500000001,0.0,L,Bloomington,CA,US/Pacific,KRAL,66.9,,66.0,29.84,10.0,West,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2016,10,4,0.7441666666666666,44.65
3111247,Bing,36.705671,-120.060363,0.0,R,Kerman,CA,US/Pacific,KMAE,68.0,68.0,47.0,29.79,7.0,W,6.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,11,7,1.2625,75.75
2447725,MapQuest,30.602486,-87.079224,0.0,R,Milton,FL,US/Central,KNFJ,86.0,86.0,65.0,29.99,10.0,SW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,8,16,0.4905555555555556,29.433333333333334
3500282,Bing,42.054646000000005,-87.760795,0.08800000000000001,R,Skokie,IL,US/Central,KORD,82.0,82.0,52.0,29.39,10.0,S,14.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,7,26,0.4686111111111111,28.116666666666667
2760324,Bing,28.30813,-82.66615,1.58,R,New Port Richey,FL,US/Eastern,KBKV,63.0,63.0,90.0,30.02,1.0,CALM,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2020,5,11,0.8327777777777777,49.96666666666667
458108,MapQuest,33.917049,-118.080147,0.00999999977648,R,Norwalk,CA,US/Pacific,KFUL,63.0,,84.0,29.88,6.0,Calm,,Haze,False,False,True,False,False,False,False,False,False,False,False,True,Day,2,2017,6,2,0.49027777777777776,29.416666666666668
1798913,MapQuest,37.472137,-122.29595900000001,0.0,R,Redwood City,CA,US/Pacific,KSQL,60.8,,82.0,30.01,10.0,Variable,3.5,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2018,7,30,0.4975,29.85
176444,MapQuest,42.153003999999996,-87.897217,0.0,R,Riverwoods,IL,US/Central,KPWK,72.0,,71.0,30.07,10.0,North,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,8,31,0.5,30.0
2717258,Bing,34.427053,-118.58546499999999,0.0,R,Valencia,CA,US/Pacific,K3A6,84.0,84.0,34.0,29.0,10.0,VAR,3.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2020,5,24,1.1927777777777777,71.56666666666666
1648825,MapQuest,34.713226,-86.671173,0.0,R,Huntsville,AL,US/Central,KHUA,77.0,,89.0,30.04,6.0,Calm,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,9,13,0.49027777777777776,29.416666666666668
2776996,Bing,35.57355,-97.67403,0.0,R,Yukon,OK,US/Central,KRCE,75.0,75.0,53.0,28.46,10.0,ENE,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,5,19,1.0,60.0
329386,MapQuest,39.144222,-75.840866,0.01,R,Barclay,MD,US/Eastern,KRJD,43.0,37.0,46.0,29.75,10.0,WNW,12.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,1,29,0.7444444444444445,44.666666666666664
1796285,MapQuest,34.172127,-118.466179,0.0,L,Sherman Oaks,CA,US/Pacific,KVNY,79.0,,60.0,29.92,6.0,SE,4.6,Haze,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,7,28,0.49527777777777776,29.716666666666665
3084905,Bing,38.419812,-121.393775,0.0,R,Elk Grove,CA,US/Pacific,KSAC,64.0,64.0,75.0,30.0,10.0,SSW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,10,19,1.3263888888888888,79.58333333333333
76320,MapQuest,33.876315999999996,-118.09330700000001,0.01,R,Cerritos,CA,US/Pacific,KFUL,66.0,,37.0,29.97,10.0,South,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,11,30,0.7394444444444445,44.36666666666667
2824304,Bing,37.643865999999996,-121.01333000000001,0.0,R,Modesto,CA,US/Pacific,KMOD,70.0,70.0,41.0,29.94,10.0,NNW,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,6,13,2.8705555555555557,172.23333333333332
490725,MapQuest,47.709109999999995,-122.323242,0.0,R,Seattle,WA,US/Pacific,KBFI,66.9,,52.0,30.28,10.0,WNW,8.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,6,21,0.5869444444444445,35.21666666666667
1889676,MapQuest,36.943740999999996,-121.856201,0.0,L,Watsonville,CA,US/Pacific,KWVI,61.0,,64.0,30.0,10.0,SW,15.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,5,14,0.7461111111111111,44.766666666666666
1999845,MapQuest-Bing,37.819472999999995,-121.993095,0.0,R,Danville,CA,US/Pacific,KCCR,66.9,,49.0,30.0,10.0,WNW,8.1,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2018,3,8,0.7472222222222222,44.833333333333336
1281688,MapQuest,33.419037,-111.89119,0.0,R,Tempe,AZ,US/Mountain,KPHX,55.0,,80.0,29.7,10.0,South,11.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,3,12,1.7669444444444444,106.01666666666667
750229,MapQuest,41.223759,-96.19632,0.0,L,Omaha,NE,US/Central,KMLE,29.0,16.0,64.0,28.68,10.0,NW,20.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2019,12,30,0.8969444444444444,53.81666666666667
812728,MapQuest,29.705944,-95.390198,0.0,R,Houston,TX,US/Central,KMCJ,90.0,90.0,54.0,29.79,10.0,SSE,14.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2019,10,10,1.025,61.5
2301427,MapQuest,35.216457,-80.65639499999999,0.0,R,Charlotte,NC,US/Eastern,KEQY,73.9,,100.0,30.1,4.0,SSW,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2017,10,10,0.7475,44.85
2105081,MapQuest,35.261074,-80.840683,0.0,R,Charlotte,NC,US/Eastern,KCLT,28.0,18.6,53.0,30.23,10.0,ENE,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,12,31,0.4891666666666667,29.35
1573371,MapQuest,37.549355,-77.432388,0.0,R,Richmond,VA,US/Eastern,KRIC,82.0,,65.0,30.29,10.0,SE,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,10,9,0.4955555555555556,29.733333333333334
1485924,MapQuest,33.484103999999995,-86.82618000000001,0.0,R,Birmingham,AL,US/Central,KBHM,62.1,,90.0,29.94,10.0,South,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,12,28,0.7408333333333333,44.45
2263477,MapQuest,40.111008,-77.039383,0.0,L,Dillsburg,PA,US/Eastern,KCXY,52.0,,40.0,30.0,10.0,South,6.9,Clear,False,False,True,False,False,False,False,False,False,True,False,False,Night,1,2017,11,21,0.4963888888888889,29.783333333333335
2474946,MapQuest,45.075813000000004,-93.332603,1.82000005245,R,Minneapolis,MN,US/Central,KMIC,64.0,,80.0,30.12,10.0,Calm,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,8,29,0.9783333333333334,58.7
2132024,MapQuest,35.311943,-80.75846899999999,0.0,R,Charlotte,NC,US/Eastern,KJQF,24.8,16.9,50.0,30.6,10.0,NNE,6.9,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2018,1,14,0.4836111111111111,29.016666666666666
2681546,Bing,38.649409999999996,-90.19200000000001,0.114,R,Saint Louis,MO,US/Central,KCPS,87.1,,40.0,29.85,10.0,WSW,5.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,5,18,6.0,360.0
625821,MapQuest,42.34993,-71.092857,0.0,L,Boston,MA,US/Eastern,KBOS,44.0,37.0,58.0,29.61,10.0,E,16.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,4,20,1.4922222222222221,89.53333333333333
3299032,Bing,34.11582,-117.97675,1.821,R,Baldwin Park,CA,US/Pacific,KEMT,78.8,,65.0,29.92,10.0,SSW,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,7,18,0.4963888888888889,29.783333333333335
1322196,MapQuest,35.434669,-97.713112,0.0,R,Yukon,OK,US/Central,KRCE,46.4,42.4,81.0,29.96,10.0,SSE,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,1,31,0.4963888888888889,29.783333333333335
607828,MapQuest,43.061111,-78.85301199999999,0.0,R,North Tonawanda,NY,US/Eastern,KIAG,55.0,55.0,64.0,29.14,10.0,WSW,18.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,26,0.8069444444444445,48.416666666666664
1838788,MapQuest,41.261864,-95.90892,0.0,R,Council Bluffs,IA,US/Central,KOMA,70.0,,90.0,29.84,6.0,SE,4.6,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,6,20,0.48833333333333334,29.3
1373730,MapQuest,44.964966,-93.28684200000001,0.0,R,Minneapolis,MN,US/Central,KMSP,3.9,-9.4,76.0,30.54,1.0,ENE,8.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,2,26,0.49444444444444446,29.666666666666668
1265285,MapQuest,28.510340000000003,-81.397453,0.0,R,Orlando,FL,US/Eastern,KORL,78.1,,76.0,29.96,9.0,West,11.5,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,3,4,0.49083333333333334,29.45
2846472,Bing,38.610852,-121.41956200000001,0.0,R,Sacramento,CA,US/Pacific,KMCC,64.0,64.0,40.0,29.93,10.0,SSE,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,9,4.423055555555556,265.3833333333333
1208603,MapQuest,40.123169,-76.37518299999999,0.0,L,Manheim,PA,US/Eastern,KLNS,31.0,31.0,67.0,29.91,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,4,2,1.0163888888888888,60.983333333333334
748323,MapQuest,32.403591,-99.418373,3.8099999427800006,R,Baird,TX,US/Central,KABI,60.0,60.0,90.0,27.84,7.0,SSE,8.0,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,12,28,2.1575,129.45
2887895,Bing,38.584340000000005,-121.50307,0.0,R,Sacramento,CA,US/Pacific,KSAC,58.0,58.0,24.0,29.92,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2020,4,1,0.5827777777777777,34.96666666666667
2203271,MapQuest,38.555443,-121.40226000000001,0.0,R,Sacramento,CA,US/Pacific,KMHR,57.2,,48.0,30.23,10.0,WNW,4.6,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2017,12,18,0.9897222222222222,59.38333333333333
3493913,Bing,44.94543,-122.99015,0.439,R,Salem,OR,US/Pacific,KSLE,68.0,68.0,68.0,29.82,10.0,VAR,5.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,7,12,4.0,240.0
245938,MapQuest,40.1185,-75.116951,0.0,R,Abington,PA,US/Eastern,KPNE,77.0,,37.0,30.3,10.0,ENE,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,9,16,0.5,30.0
2457573,MapQuest,33.654621,-112.143204,0.0,R,Glendale,AZ,US/Mountain,KDVT,81.0,,42.0,29.83,10.0,East,4.6,Clear,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2017,8,21,0.9961111111111111,59.766666666666666
2403931,MapQuest,33.38583,-111.890999,0.0,R,Tempe,AZ,US/Mountain,KPHX,89.1,,9.0,29.76,10.0,West,8.1,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2017,9,27,0.49416666666666664,29.65
2266349,MapQuest,38.340294,-77.491844,0.0,R,Fredericksburg,VA,US/Eastern,KEZF,56.3,,42.0,30.01,10.0,NNW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,11,22,0.4938888888888889,29.633333333333333
2346098,MapQuest,41.468075,-73.82114399999999,0.0,L,Carmel,NY,US/Eastern,KDXR,66.9,,34.0,30.1,10.0,NW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,9,1,0.745,44.7
573543,MapQuest,27.789960999999998,-82.357079,0.0,R,Apollo Beach,FL,US/Eastern,KMCF,76.0,76.0,77.0,30.09,10.0,E,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,6,16,1.4933333333333334,89.6
55156,MapQuest,33.960888,-118.22766899999999,0.01,R,Huntington Park,CA,US/Pacific,KCQT,59.0,,64.0,30.26,7.0,Variable,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,12,9,0.5666666666666667,34.0
2708120,Bing,40.74568,-73.76843000000001,0.489,R,Oakland Gardens,NY,US/Eastern,KLGA,80.1,,64.0,29.96,10.0,South,15.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,7,10,6.0,360.0
1056274,MapQuest,36.074032,-86.624924,0.0,R,Nashville,TN,US/Central,KBNA,72.0,72.0,71.0,29.59,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,7,26,1.2558333333333334,75.35
2878048,Bing,41.63879,-81.37928000000001,4.09,R,Willoughby,OH,US/Eastern,KCGF,48.0,45.0,71.0,29.0,20.0,NNW,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,3,27,0.5,30.0
465411,MapQuest,28.553156,-81.382469,0.00999999977648,R,Orlando,FL,US/Eastern,KORL,75.9,,97.0,30.06,10.0,East,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,6,2,0.7280555555555556,43.68333333333333
1895850,MapQuest,38.223927,-85.53904,0.0,R,Louisville,KY,US/Eastern,KLOU,66.9,,100.0,29.93,1.5,NE,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,5,17,0.4905555555555556,29.433333333333334
1997293,MapQuest,40.899204,-74.231255,0.0,R,Totowa,NJ,US/Eastern,KCDW,32.0,23.0,100.0,29.78,0.8,ENE,11.5,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,3,7,0.49666666666666665,29.8
2974912,Bing,36.605226,-119.610653,0.0,R,Selma,CA,US/Pacific,KFAT,53.0,53.0,86.0,29.79,8.0,CALM,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Night,1,2020,1,23,0.5544444444444444,33.266666666666666
246225,MapQuest,40.244484,-75.600166,0.0,R,Pottstown,PA,US/Eastern,KPTW,73.0,,87.0,30.05,10.0,NNW,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,9,19,0.5,30.0
2251167,MapQuest,30.427708000000003,-91.077873,0.0,L,Baton Rouge,LA,US/Central,KBTR,57.9,,81.0,30.09,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2017,11,14,0.5697222222222222,34.18333333333333
1706435,MapQuest,42.520851,-71.50853000000001,0.0,R,Littleton,MA,US/Eastern,KBED,68.0,,90.0,30.03,7.0,East,6.9,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2018,8,11,0.49472222222222223,29.683333333333334
2430229,MapQuest,38.769954999999996,-90.22085600000001,0.0,R,Saint Louis,MO,US/Central,KSTL,69.1,,65.0,30.17,10.0,ENE,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,8,8,0.4897222222222222,29.383333333333333
3274654,Bing,45.596716,-122.06261200000002,2.265,R,Corbett,OR,US/Pacific,KTTD,69.1,,49.0,30.04,10.0,Variable,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,9,18,4.0,240.0
143325,MapQuest,26.318255999999998,-80.116394,0.0,R,Deerfield Beach,FL,US/Eastern,KPMP,84.0,,76.0,30.1,10.0,SE,3.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2016,7,8,0.5,30.0
3453054,Bing,44.7772,-123.02488999999998,0.027000000000000003,L,Jefferson,OR,US/Pacific,KSLE,60.0,60.0,72.0,29.56,10.0,W,5.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,4,2,4.0,240.0
654636,MapQuest,37.635174,-77.459175,0.0,R,Richmond,VA,US/Eastern,KOFP,57.0,57.0,72.0,30.11,9.0,N,3.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,1,13,0.49444444444444446,29.666666666666668
499498,MapQuest,33.899059,-82.028534,0.0,L,Edgefield,SC,US/Eastern,KAIK,78.8,,78.0,30.09,10.0,NE,17.3,Thunderstorm,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,7,10,0.49583333333333335,29.75
737006,MapQuest,35.089161,-80.85347,0.0,R,Charlotte,NC,US/Eastern,KCLT,49.0,45.0,27.0,29.24,10.0,W,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,2,27,1.0080555555555555,60.483333333333334
3103030,Bing,33.985447,-117.34523300000001,0.0,R,Riverside,CA,US/Pacific,KRAL,79.0,79.0,4.0,29.22,10.0,ENE,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,11,1,1.245,74.7
880422,MapQuest,28.02342,-82.368721,0.0,L,Tampa,FL,US/Eastern,KVDF,63.0,63.0,100.0,29.96,7.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,Day,1,2019,11,12,1.996388888888889,119.78333333333333
2161115,MapQuest,25.942366,-80.306946,0.0,R,Hialeah,FL,US/Eastern,KOPF,59.0,,81.0,30.1,10.0,North,13.8,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,1,30,0.4538888888888889,27.233333333333334
55402,MapQuest,33.968498,-118.072701,0.0,R,Whittier,CA,US/Pacific,KEMT,50.0,,100.0,30.2,3.0,Calm,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,12,10,0.7444444444444445,44.666666666666664
1798313,MapQuest,35.580078,-97.638458,0.0,R,Oklahoma City,OK,US/Central,KPWA,75.0,,69.0,30.01,10.0,NNE,6.9,Clear,False,False,True,False,False,False,False,False,False,False,False,True,Night,1,2018,7,30,0.4938888888888889,29.633333333333333
2389700,MapQuest,25.854094,-80.322693,0.0,R,Hialeah,FL,US/Eastern,KOPF,82.0,,88.0,29.96,5.0,NE,8.1,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,9,21,0.7397222222222222,44.38333333333333
750472,MapQuest,30.44257,-91.099663,0.0,R,Baton Rouge,LA,US/Central,KBTR,52.0,52.0,59.0,30.08,10.0,W,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,12,30,1.5080555555555555,90.48333333333333
1602224,MapQuest,33.856747,-118.283157,0.270000010729,R,Gardena,CA,US/Pacific,KHHR,64.9,,78.0,29.88,7.0,Calm,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,10,22,0.4911111111111111,29.466666666666665
1705557,MapQuest,32.528408,-93.67424799999999,0.0,R,Bossier City,LA,US/Central,KBAD,73.4,,94.0,30.05,10.0,SW,15.0,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,8,10,0.4922222222222222,29.533333333333335
336579,MapQuest,38.376839000000004,-122.202377,0.01,R,Napa,CA,US/Pacific,KAPC,63.0,,70.0,30.01,10.0,East,11.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,2,15,0.74,44.4
2731135,Bing,36.493889,-121.4275,0.0,R,Gonzales,CA,US/Pacific,KSNS,61.0,61.0,83.0,29.91,10.0,NNW,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,5,30,1.1927777777777777,71.56666666666666
1554701,MapQuest,42.447376,-82.95614599999999,0.0,R,Detroit,MI,US/Eastern,KDET,55.0,,83.0,30.25,10.0,NE,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,10,1,0.7452777777777778,44.71666666666667
1894841,MapQuest,47.234848,-122.47261,0.0,R,Tacoma,WA,US/Pacific,KTIW,61.0,,64.0,30.06,10.0,Variable,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,5,16,0.5,30.0
